ORDER_KEY,ORDER_STATUS,UNITS,DISCNT_VALUE,COST_FIXED,COST_VARIABLE,REVENUE,TIME_BILL_DT,TIME_PAID_DT,PROD_ITEM_KEY,CUST_NUMBER,CUST_NAME,CUST_BIRTH_DT,CUST_CRDT_RATE,CUST_GENDER,CUST_SEGMENT,CUST_MARITAL_STATUS,CUST_TYPE,ADDR_KEY,ADDRESS1,ADDRESS2,POSTAL_CODE,CITY,STATE_PROV,REGION,COUNTRY_CODE,COUNTRY_NAME,AREA,CHANNEL_NAME,PROD_BRAND,PROD_LOB,PROD_TYPE,PRODUCT,PROD_ITEM_DSC
904484,2-Fulfilled,10,23.97,130.88,328.9,1134.52,5-Feb-13,19-Mar-13,1142,315,Andrea Cukier,12-Oct-67,600,M,Active Singles,Divorced,TYPE 1,4070,699,GEORGE ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Online,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Digital Camera D350Green
528372,5-Paid,13,134.55,320.98,1748.45,1686.3,2-Jan-12,10-Feb-12,1199,1206,Barbera Overbay,4-Nov-71,680,F,Active Singles,Married,TYPE 3,1410,,,GB126410,Cardiff,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke2/3'' 17mm E100 Grey
3230963,5-Paid,18,39.81,120.43,944.65,1060,13-Jun-13,16-Jul-13,647,4166,Ade Indra,1-Sep-60,807,M,Baby Boomers,Married,TYPE 4,11909,5,Montana Ave,CA11659,Bangui,,EMEA,CAF,Central African Republic,Africa,Online,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone TP300 Black
1253888,4-Billed,11,0,689.55,575.91,4854.51,6-May-11,16-Jun-11,1231,7157,Lucy Costello,26-Sep-64,715,M,Urban based,Widow,TYPE 3,12461,3713,Poway Rd,RO101422,Bucharest,,EMEA,ROU,Romania,Europe,Store,HomeView,TV,Plasma,Plasma HD Television,Maxifun Independent Filmmaker M442/3'' 17mm X100 Black
4031765,3-Shipped,13,0,83.14,298.08,414.33,4-Dec-12,6-Jan-13,940,8583,Melani Ferdinando,2-Jun-60,750,M,Active Singles,Single,TYPE 4,10636,58,State St #998,AU11419,Vienna,,EMEA,AUT,Austria,Europe,Store,FunPod,Games,Portable,PocketFun ES,KeyMax USB PCI Adaptor E902 Black
2369694,9-On Hold,8,44.97,72.27,580.13,1597.91,9-Nov-11,20-Dec-11,1146,337,Fred Hamilton,10-Nov-64,679,M,Baby Boomers,Divorced,TYPE 2,13635,20907,65s S,UR11582,Montevideo,,AMERICAS,URY,Uruguay,South America,Store,HomeView,TV,Plasma,Plasma HD Television,MaxiFun 1/3'' 8.5mm M200 Black
658976,2-Fulfilled,12,0,64.66,46.29,322.26,11-Feb-12,29-Mar-12,649,2802,Aminah Ali,14-Apr-73,774,M,Students,Widow,TYPE 2,13675,3,Hwy 61 #2491,GT11520,Guatemala City,,AMERICAS,GTM,Guatemala,Central,Online,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Gun 3422Black
1455553,4-Billed,5,0,13.79,12.68,97.07,12-Jun-11,28-Jul-11,1251,9610,Andrew Weldon,13-Feb-57,645,M,Rural based,Divorced,TYPE 1,6638,8,Lincoln Way W #6698,JP101579,Nagasaki,,APAC,JPN,Japan,East,Reseller,HomeView,Services,Maintenance,Maintenance,DigiTech Travel Pack U742Black
1822559,6-Cancelled,12,25.3,97.21,498.37,613.36,21-Jul-11,5-Sep-11,724,7066,Willi Mendoza,14-Apr-58,834,M,Urban based,Single,TYPE 1,10093,80896,South Ave,KA101649,Astana,,EMEA,KAZ,Kazakhstan,Eastern,Catalog,FunPod,Games,Fixed,HomeCoach 2000,CompCell Digital Game FP430White
1016991,1-Booked,5,3.1,64.43,198.18,162.64,3-Apr-11,9-May-11,908,7491,Daniel Koeth,15-Aug-54,630,M,Active Singles,Divorced,TYPE 1,14432,40490,Morrow St,PE101541,Lima,,AMERICAS,PER,Peru,South America,Store,HomeView,Services,Maintenance,Maintenance,KeyMax 70GB Portable Disk P300Silver
1092012,3-Shipped,13,0,256.07,1783.74,1638.88,21-Apr-11,6-Jun-11,1172,6242,Aaron Card,25-Feb-86,705,M,Active Singles,Divorced,TYPE 4,1528,,,MD11605,Antananarivo,,EMEA,MDG,Madagascar,Africa,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1'' 25mm E400 White
2232906,3-Shipped,13,81.74,405.68,1768.79,2560.44,8-Nov-11,9-Dec-11,1052,7327,Agnes Purwanti,1-Apr-61,842,M,Urban based,Married,TYPE 1,142,455,ATHENS ST,94112,San Francisco,California,AMERICAS,USA,United States,North America,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinePix SLR ST137 Grey
2187729,9-On Hold,13,6.64,16.5,74.81,208.13,30-Nov-11,6-Jan-12,865,360,Marvin Eubank,29-Sep-79,745,F,Urban based,Divorced,TYPE 1,13891,6508,Adams St #32,DO11654,Santo Domingo,,AMERICAS,DOM,Dominican Republic,Central,Store,FunPod,Games,Portable,PocketFun ES,DigiTech USB Optical XBox M556 Grey
1363685,4-Billed,10,2.53,14.1,10.69,88.97,27-Jun-11,5-Aug-11,822,2738,Janki Chotai,9-Apr-71,710,M,Rural based,Divorced,TYPE 3,12388,5,Main St,PO11420,Warsaw,,EMEA,POL,Poland,Europe,Store,HomeView,Services,Install,Install,DigiTech Enhanced Batter 220W Grey
1671106,9-On Hold,5,0,1.77,7.78,22.16,12-Jul-11,30-Aug-11,777,3259,Dan Samiljan,30-Jul-56,629,M,Active Singles,Married,TYPE 1,7144,812,Berry Blvd #96,CA101660,Toronto,,AMERICAS,CAN,Canada,North America,Store,HomeView,Services,Install,Install,DigiTech Battery Charger X300 Blue
3508338,6-Cancelled,18,11.55,90.89,300.63,411.02,11-Sep-13,13-Oct-13,1263,1536,Jonathan Deighton,8-Nov-67,839,M,Baby Boomers,Married,TYPE 5,348,3801,3RD ST,94124,San Francisco,California,AMERICAS,USA,United States,North America,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Squarewave Battery IT34 Silver
3116077,2-Fulfilled,10,55.11,216.41,590.5,1957.52,8-Jun-13,9-Jul-13,1168,6571,Joel Cikowski,2-Sep-87,775,M,Rural based,Divorced,TYPE 2,9831,5289,Ramblewood Dr,CA231601,Vancouver,,AMERICAS,CAN,Canada,North America,Store,HomeView,TV,LCD,LCD 36X Standard,FinFlex Moviemaker1'' 25mm M400 White
1502915,9-On Hold,11,51.64,130.09,703.78,1831.77,26-Jun-11,31-Jul-11,1145,924,Jeffrey Fay,24-Jan-61,715,F,Students,Married,TYPE 3,14723,1,S Marginal Rd,UR11582,Montevideo,,AMERICAS,URY,Uruguay,South America,Catalog,HomeView,TV,Plasma,Plasma HD Television,MaxiFun 1/2'' 3mm M300 Black
3508951,4-Billed,13,24.57,3658.45,202.24,1744.4,30-Oct-13,1-Dec-13,1106,528,Denice Fay,23-May-90,750,F,Active Singles,Single,TYPE 4,3519,538,ROMAN ROAD,E3 5,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha M146 Orange
2847157,3-Shipped,12,16.37,204.86,761.51,1162.79,10-Jul-12,21-Aug-12,1478,364,Flora Shelby,7-Jan-70,665,F,Urban based,Divorced,TYPE 2,3849,64,NORTH ROW,W1K 7,London,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Expert M400 Black
2956850,2-Fulfilled,9,19.25,137.2,98.12,683.79,21-Aug-12,27-Sep-12,662,9045,Capitan Manuel,21-Oct-72,755,M,Rural based,Widow,TYPE 1,14881,3713,Poway Rd,SL11581,San Salvador,,AMERICAS,SLV,El Salvador,Central,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100Black
2101055,2-Fulfilled,13,308.13,326.56,535.75,3281.81,5-Sep-11,21-Oct-11,1211,9863,Amy Dame,25-Oct-89,614,M,Students,Married,TYPE 4,3562,,NORTHUMBERLAND AVENUE,WC2N 5,London,EN,EMEA,GBR,United Kingdom,Northern,Online,FunPod,Games,Portable,PocketFun ES,FinFlex Mini Speaker2/3'' 17mm M280 Grey
2337943,3-Shipped,4,1.6,6.03,26.22,38.14,8-Nov-11,9-Dec-11,819,6610,Manas Ranjan,19-Jun-93,677,M,Students,Divorced,TYPE 4,1392,,,GB11432,Edinburgh,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Games,Fixed,Game Station,DigiTech Cooling Game 3 portsE80 Grey
2499832,2-Fulfilled,6,6.05,14.93,107.78,330.11,3-Dec-11,10-Jan-12,1189,1496,Gail Carpenter,15-May-61,650,M,Active Singles,Divorced,TYPE 2,10780,5,Austin Ave,BR21660,Recife,,AMERICAS,BRA,Brazil,South America,Catalog,FunPod,Games,Portable,PocketFun ES,FinFlex EOS Lens1/2'' 3mm E300 White
3911363,2-Fulfilled,10,121.3,267.34,1005.01,3230.2,27-Oct-12,29-Nov-12,1153,9644,Chris Kiepke,25-Jul-78,683,M,Urban based,Divorced,TYPE 1,3717,8,PEMBRIDGE ROAD,W2 4,London,EN,EMEA,GBR,United Kingdom,Northern,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex HCL MV 1/2'' 3mm X300 Black
3002800,6-Cancelled,12,13.89,87.2,389.05,494.88,15-Jul-12,31-Aug-12,1480,9208,Bianca Williams,23-Sep-66,686,M,Active Singles,Divorced,TYPE 2,10626,82655,Shawnee Mission Pky #5798,HK126509,Sha Tin,,APAC,HKG,Hong Kong,South,Online,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Grey
1190871,3-Shipped,5,0,10.61,50.51,66.95,31-May-11,1-Jul-11,943,1943,Andrew Neather,24-Mar-61,620,M,Active Singles,Divorced,TYPE 2,7127,56710,Euclid Ave,AR176631,Buenos Aires,,AMERICAS,ARG,Argentina,South America,Store,FunPod,Games,Portable,PocketFun ES,KeyMax PCI Adaptor E905 Silver
3817762,3-Shipped,12,23.09,211.76,805.4,1092.68,1-Sep-12,20-Oct-12,1568,3159,Andrew Snell,23-Jul-62,623,M,Baby Boomers,Divorced,TYPE 1,582,,,US260957,Richmond,Georgia,AMERICAS,USA,United States,North America,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell GPS Tracker  3.5 inch M810 White
1497638,3-Shipped,11,0,188.94,1086.31,1330.14,10-Jun-11,30-Jul-11,1174,6520,Rodrigo Sanchez,10-Nov-85,786,M,Seniors,Divorced,TYPE 2,7084,6,Mahler Rd,HU11421,Budapest,,EMEA,HUN,Hungary,Europe,Catalog,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1/3'' 8.5mm E200 White
3981672,1-Booked,12,24.22,499.98,1216.87,1031.96,21-Sep-12,24-Oct-12,1493,1272,David Xander,23-Mar-78,638,M,Active Singles,Divorced,TYPE 1,13781,7,Wilshire Blvd,BO101661,La Paz,,AMERICAS,BOL,Bolivia,South America,Catalog,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 8 GB of Memory M400 White
2432535,6-Cancelled,6,2.11,8.16,41.77,51.47,13-Nov-11,18-Dec-11,842,5667,Audrey Butcher,1-May-64,687,M,Baby Boomers,Widow,TYPE 2,13240,1,S Maryland Pky,PE11541,Lima,,AMERICAS,PER,Peru,South America,Reseller,HomeView,Services,Maintenance,Maintenance,Tungsten Mount Battery Black
2816587,5-Paid,10,0,335.73,1857.09,1940.06,8-Jun-12,19-Jul-12,1192,3266,Fabiana Junqueira,6-Sep-57,612,F,Others,Divorced,TYPE 2,13549,512,E Idaho St,VE101576,Caracas,,AMERICAS,VEN,Venezuela,Central,Catalog,HomeView,TV,LCD,LCD 36X Standard,FinFlex Moviemaker1'' 25mm M400 Grey
1134365,2-Fulfilled,9,133.69,222.5,929.9,2847.98,5-Apr-11,19-May-11,1176,4410,Kerry Wharmby,22-Aug-57,739,M,Baby Boomers,Married,TYPE 2,2087,340,KENT ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex HCL MV 1'' 25mm X400 White
3080706,5-Paid,10,67.69,360.16,1422.58,1717.4,13-Apr-13,29-May-13,1093,3207,Marc Armitage,30-Jan-65,640,M,Active Singles,Single,TYPE 3,15134,65,Clayton Rd,IN101448,Vasai,,APAC,IND,India,West,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Gold
3084232,2-Fulfilled,10,10.8,40.14,170.69,576.09,5-Apr-13,24-May-13,709,49,Harrison Goux,20-Mar-68,645,M,Urban based,Married,TYPE 2,544,,,US260855,Jackson,Minnesota,AMERICAS,USA,United States,North America,Online,FunPod,Games,Fixed,HomeCoach 2000,CompCell Document Gamer S300White
3445542,3-Shipped,10,61.34,127.12,770.83,1188.68,18-Aug-13,28-Sep-13,718,7558,Erry Pratama,12-Jan-92,739,M,Active Singles,Married,TYPE 2,11271,39,Broad St,KW101556,Kuwait City,,EMEA,KWT,Kuwait,Middle East,Catalog,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
2534069,4-Billed,10,0,63.96,37.03,318.72,24-Apr-12,4-Jun-12,939,3364,Debbie Thomas,25-Jul-79,814,M,Students,Divorced,TYPE 3,7828,59215,W 80th St,EC101529,Quito,,AMERICAS,ECU,Ecuador,South America,Store,FunPod,Games,Portable,PocketFun ES,KeyMax USB PCI Adaptor E901 Black
2047666,3-Shipped,12,30.64,101.2,648.95,638.63,14-Sep-11,20-Oct-11,643,2126,Ivonne Hernandez,17-Nov-58,684,M,Students,Married,TYPE 2,10478,2,W Henrietta Rd #6,RU176429,Moscow,,APAC,RUS,Russia,North,Store,BizTech,Electronics,Accessories,Bluetooth Adaptor,CompCell Ink Jet Scanner E200Black
2840452,2-Fulfilled,12,53.89,57.52,164.78,573.3,8-Jul-12,16-Aug-12,737,258,Adeniyi Kehinde,26-Mar-83,665,F,Baby Boomers,Divorced,TYPE 3,4196,149,CASTLEREAGH ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
2523453,4-Billed,10,19.9,1343.97,85.17,705.04,22-Apr-12,4-Jun-12,704,4050,Reinaldo Maramis,12-Apr-70,812,M,Students,Divorced,TYPE 4,3723,18,WEST CENTRAL STREET,WC1A 1,London,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Electronics,Accessories,Bluetooth Adaptor,CompCell All in One Laser Jet F400White
3114630,5-Paid,21,18.21,55.23,402.57,486.14,12-Jun-13,16-Jul-13,779,527,Miguel Ruano,25-Jun-69,630,M,Active Singles,Divorced,TYPE 3,11688,40490,Morrow St,RU101480,RYAZAN,,APAC,RUS,Russia,North,Store,HomeView,Services,Install,Install,DigiTech Camera Adapter Z612 White
3173816,2-Fulfilled,24,0,83.06,117.71,595.95,28-May-13,29-Jun-13,890,2342,Ryan Shewchuk,29-Aug-80,642,M,Urban based,Single,TYPE 5,528,,,US260939,Denver,Colorado,AMERICAS,USA,United States,North America,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Optical XBox S70 Grey
2323585,9-On Hold,6,12.04,14.49,122.58,320.4,19-Nov-11,6-Jan-12,1166,415,Max Colven,24-May-82,665,M,Urban based,Divorced,TYPE 1,5367,29133,Hammond Dr #1,ME11690,Merida,,AMERICAS,MEX,Mexico,Central,Store,FunPod,Games,Portable,PocketFun ES,FinFlex EOS Lens1/3'' 8.5mm E200 Black
3107795,3-Shipped,9,55.11,432.82,1686.88,1957.52,18-Apr-13,21-May-13,1144,5931,Caleb Butler,29-Aug-62,761,M,Urban based,Widow,TYPE 4,7556,3,Ridge Rd W #949,RU101492,Voronezh,,APAC,RUS,Russia,North,Catalog,HomeView,TV,Plasma,Plasma HD Television,MaxiFun 1'' 25mm M400 Black
2413333,3-Shipped,6,0,95.23,533.72,601.06,11-Dec-11,11-Jan-12,1470,7801,Joes Cruz,3-Feb-68,642,M,Active Singles,Single,TYPE 5,1558,,,PR11406,Lisbon,,EMEA,PRT,Portugal,Europe,Reseller,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Black
2323712,6-Cancelled,6,1.1,4.7,24.28,29.66,28-Nov-11,14-Jan-12,802,454,Craig Will,28-Dec-70,645,F,Active Singles,Divorced,TYPE 1,5794,6584,S Bascom Ave #371,BR146660,Rio De Janeiro,,AMERICAS,BRA,Brazil,South America,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Touch XBox T400 White
3646248,4-Billed,22,27.04,45.89,48.74,479.63,11-Dec-13,12-Jan-14,755,2289,Gina Meyer,4-Jan-60,674,M,Urban based,Married,TYPE 3,13308,1337,N 26th St,SL11581,San Salvador,,AMERICAS,SLV,El Salvador,Central,Store,FunPod,Games,Fixed,Game Station,DigiTech Power Adapter PP33 Black
3661340,3-Shipped,11,88.63,360.15,1826.09,1888.98,2-Dec-13,9-Jan-14,1490,654,Eli Radford,19-Mar-66,780,F,Urban based,Widow,TYPE 1,9589,8275,Calle De Industrias,UK101689,Odesa,,EMEA,UKR,Ukraine,Eastern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 White
4019257,9-On Hold,13,15.62,32.01,114.79,319.18,24-Dec-12,9-Feb-13,934,2205,Andrean Ip,16-Jun-83,810,M,Active Singles,Widow,TYPE 2,1289,,,BE11531,Porto-Novo,,EMEA,BEN,Benin,Africa,Store,FunPod,Games,Fixed,Game Station,KeyMax 10Gb Memory P300Blue
2204569,4-Billed,6,0.64,40.94,2.91,25.83,18-Nov-11,3-Jan-12,748,187,El Tom,6-Dec-69,615,M,Active Singles,Divorced,TYPE 1,2211,,ALBION ST,2024,Sydney,NSW,APAC,AUS,Australia,South,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Lithium Battery L23 Black
3066539,4-Billed,10,0,131.2,11.77,99.08,30-Apr-13,30-May-13,780,7162,Kate Tyson,7-Jul-81,632,M,Urban based,Divorced,TYPE 4,14280,1554,Bracken Crk,BR111660,Recife,,AMERICAS,BRA,Brazil,South America,Store,HomeView,Services,Install,Install,Car 65W Power Adaptor White
149146,9-On Hold,13,44.5,75.15,340.01,948.26,11-Jan-11,16-Feb-11,691,9592,Mish Wall,3-Jul-83,615,M,Active Singles,Married,TYPE 5,1115,30,WILLIAM ROAD,NW1 3,London,EN,EMEA,GBR,United Kingdom,Northern,Online,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100Grey
3545426,3-Shipped,18,19.62,231.13,955.54,1045.31,8-Sep-13,13-Oct-13,1244,4185,Carly Flick,11-Aug-58,612,F,Active Singles,Divorced,TYPE 1,3045,68,LELAND AVE,94134,San Francisco,California,AMERICAS,USA,United States,North America,Reseller,FunPod,Games,Portable,PocketFun ES,DigiTech Campos 3mm X4561/2'' 3mm E300 White
901994,5-Paid,9,17.81,83.3,544.42,557.89,20-Feb-13,1-Apr-13,730,9686,Jules Lorbecki,27-Nov-72,703,M,Rural based,Divorced,TYPE 3,14335,5210,E Airy St #2,ME11690,Merida,,AMERICAS,MEX,Mexico,Central,Reseller,FunPod,Games,Portable,PocketFun ES,CompCell Photo Gamer X456 Green
293836,6-Cancelled,4,0,24.27,67.63,77.66,23-Feb-11,6-Apr-11,1251,3830,Michaela Oreilly,8-Jan-59,643,M,Baby Boomers,Single,TYPE 2,13425,7,N 4th St,HN11588,Tegucigalpa,,AMERICAS,HND,Honduras,Central,Online,HomeView,Services,Maintenance,Maintenance,DigiTech Travel Pack U742Black
623559,4-Billed,12,24.03,121.87,72.43,640.22,29-Feb-12,30-Mar-12,1166,8880,Cristina Sr,23-Sep-67,741,M,Rural based,Married,TYPE 3,13219,166,N Maple Dr,CU101570,Havana,,AMERICAS,CUB,Cuba,Central,Store,FunPod,Games,Portable,PocketFun ES,FinFlex EOS Lens1/3'' 8.5mm E200 Black
2178613,3-Shipped,13,12.55,211.81,1357.16,1336.55,20-Dec-11,23-Jan-12,737,177,Gary Calvert,26-Jan-63,695,M,Rural based,Widow,TYPE 1,578,,,US260952,Columbia,Georgia,AMERICAS,USA,United States,North America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
330379,4-Billed,4,0,51.65,4.87,34.31,30-Mar-11,7-May-11,843,8257,Steven Kimball,7-Feb-65,832,M,Urban based,Divorced,TYPE 3,13348,31,Schuyler Ave,PA101616,Panama City,,AMERICAS,PAN,Panama,Central,Store,HomeView,Services,Maintenance,Maintenance,Tungsten Mount Battery blue
2561674,6-Cancelled,9,0.94,15.51,59.24,77.25,3-Apr-12,21-May-12,757,5098,Karen Bailey,6-Sep-79,806,M,Active Singles,Married,TYPE 3,6349,2,Route 9,PO11420,Warsaw,,EMEA,POL,Poland,Europe,Store,HomeView,Services,Install,Install,DigiTech Enhanced Batter 220W Black
1365173,9-On Hold,5,3.47,9.86,47.6,124.37,13-Jun-11,27-Jul-11,679,6383,Ziki Fenelon,3-Apr-84,767,M,Baby Boomers,Married,TYPE 2,11616,43,Nolan St,PE101541,Lima,,AMERICAS,PER,Peru,South America,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Ink Ject Gun F300 E100 Grey
3644483,2-Fulfilled,5,60.74,271.4,187.52,1294.08,26-Nov-13,4-Jan-14,1076,2591,Florian Teichmann,12-Sep-78,818,M,Urban based,Divorced,TYPE 2,3016,1925,FILLMORE ST,94115,San Francisco,California,AMERICAS,USA,United States,North America,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha X142 Black
299044,3-Shipped,13,67.49,432.3,1003.89,1383.34,15-Feb-11,23-Mar-11,1198,7301,Chrystal Mccoy,6-Jul-68,611,M,Urban based,Single,TYPE 2,9625,82,Tremont St #4,ES11694,Barcelona,,EMEA,ESP,Spain,Europe,Online,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1/3'' 8.5mm E200 Grey
302386,2-Fulfilled,6,6.9,30.34,21.14,97.01,27-Feb-11,6-Apr-11,1268,4692,Tiara Ranasinghe,22-Oct-71,753,M,Students,Single,TYPE 4,9657,41,Washington Blvd,MD101605,Antananarivo,,EMEA,MDG,Madagascar,Africa,Online,HomeView,Services,Install,Install,DigiTech Carrying Case E20White
1607000,9-On Hold,6,1.69,2.35,10.69,29.66,21-Aug-11,29-Sep-11,802,9990,Steven Mitchell,3-Oct-80,650,M,Active Singles,Married,TYPE 4,1466,,,IR126513,Dublin,,EMEA,IRL,Ireland,Northern,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Touch XBox T400 White
3141881,3-Shipped,18,1.69,10.03,30.51,45.35,24-May-13,4-Jul-13,1270,3014,David Law,28-Feb-59,795,M,Active Singles,Widow,TYPE 2,1155,2,BLUNDELL STREET,N7 9,London,EN,EMEA,GBR,United Kingdom,Northern,Store,HomeView,Services,Maintenance,Maintenance,PocketFun Car Pack P33 Pink
545274,3-Shipped,8,23.1,78.08,364.18,410.13,14-Jan-12,25-Feb-12,1238,6081,Sodrul Islam,18-Feb-69,620,M,Urban based,Married,TYPE 5,634,,,US260901,Lincoln,Wisconsin,AMERICAS,USA,United States,North America,Reseller,FunPod,Games,Portable,PocketFun ES,DigiTech Campos 3mm X4561/3'' 8.5mm E200 Black
2805808,5-Paid,12,18.99,59.72,285.13,297.56,27-Jun-12,10-Aug-12,673,4940,Alex Kutchins,18-Nov-87,628,M,Baby Boomers,Single,TYPE 2,6657,92417,Arbuckle Ct,IS101522,Reykjavk,,EMEA,ISL,Iceland,Northern,Online,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Gamer FX300 Grey
543969,3-Shipped,8,1,13.45,62.37,70.62,5-Jan-12,14-Feb-12,1311,5866,Adelle Oddball,13-Jan-66,673,M,Rural based,Married,TYPE 2,12632,3216,W Wabansia Ave,TU101533,Tunis,,EMEA,TUN,Tunisia,North Africa,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Flash Camera  USB CableWhite
521157,3-Shipped,8,0,40.82,146.26,203.46,20-Jan-12,23-Feb-12,702,429,Meriel Fairman,2-Mar-77,695,M,Others,Married,TYPE 1,3632,744,GREEN LANES,N21 3,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Gamer FX300 White
3652546,5-Paid,6,38.25,257.53,982.38,1164.72,29-Nov-13,9-Jan-14,1295,6583,Mallory Nox,2-Oct-58,603,M,Active Singles,Widow,TYPE 2,9960,42741,Anania Dr,DE176478,Duisburg,,EMEA,DEU,Germany,Europe,Store,BizTech,Electronics,Accessories,MP3 Speakers System,DigiTech 5D Mark2 Speaker X400 Black
1218925,5-Paid,5,14.74,82.89,531.39,522.99,20-May-11,7-Jul-11,737,8105,Jesús David,28-Sep-62,664,M,Students,Single,TYPE 1,14870,8494,E 57th St,UR11582,Montevideo,,AMERICAS,URY,Uruguay,South America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
89991,1-Booked,8,69.14,498.61,16030.45,2454.7,30-Jan-11,4-Mar-11,1202,38,Javier Parra,14-Aug-70,615,F,Active Singles,Married,TYPE 1,8289,9561,Chartres St,AR11704,Quilmes,,AMERICAS,ARG,Argentina,South America,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex HCL MV 1/3'' 8.5mm X200 Grey
2670788,1-Booked,10,0,429.42,1045.26,886.31,5-Jun-12,14-Jul-12,1535,6140,Bswyers ,15-Mar-60,673,M,Students,Divorced,TYPE 2,4286,51,DIXON ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Store,BizTech,Communication,Phones,CompCell RX3,PhoneCell GPS Phone 3.5 inch M910 Black
3840898,2-Fulfilled,12,44.82,170.86,162.93,851.45,14-Sep-12,22-Oct-12,690,6962,Deborah Magdalena,31-Aug-58,762,M,Students,Divorced,TYPE 2,14149,6,Jefferson St,GT11520,Guatemala City,,AMERICAS,GTM,Guatemala,Central,Store,BizTech,Electronics,Accessories,Bluetooth Adaptor,CompCell Color Ink Jet Printer X550 Grey
2740343,1-Booked,10,4.79,127.58,292.54,254.33,18-Jun-12,3-Aug-12,677,1993,Robin Mooy,6-Nov-92,836,M,Rural based,Married,TYPE 3,8397,7721,Harrison St,CH101604,Santiago,,AMERICAS,CHL,Chile,South America,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell Fax Ninja FT300Grey
674384,2-Fulfilled,9,13.2,125.29,119.42,624.41,17-Feb-12,4-Apr-12,853,940,Carlos Gentile,25-Feb-83,630,F,Students,Divorced,TYPE 2,1520,,,LU101639,Luxembourg,,EMEA,LUX,Luxembourg,Northern,Catalog,FunPod,Games,Fixed,Game Station,SoundX 14 inch Silver
1496242,2-Fulfilled,5,0,3.28,2.91,20.73,6-Jun-11,8-Jul-11,882,474,Biddy Ross,4-Apr-83,615,F,Active Singles,Married,TYPE 4,12597,374,Sunrise Ave,SR11418,Belgrade,,EMEA,SRB,Serbia,Europe,Catalog,FunPod,Games,Portable,PocketFun ES,DigiTech Optical Wheel XBox M33 Silver
3267944,9-On Hold,10,19.53,72.33,341.36,1037.95,19-May-13,24-Jun-13,703,8422,Adriana Barreto,6-Nov-84,618,M,Baby Boomers,Divorced,TYPE 4,7170,97539,Connecticut Ave Nw #3586,CO101543,Brazzaville,,EMEA,COG,Congo,Africa,Catalog,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Color Gamer K302 White
